tier,brand_family,name,expression_type,image_url,id
2,Jack Daniel's,Jack Daniel's Single Barrel Barrel Proof,Single Barrel,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/f653e8a1-d309-4abd-8ea5-34adf34da5c3.jpg,f653e8a1-d309-4abd-8ea5-34adf34da5c3
2,James B. Beam,James B. Beam Distiller's Share 03 — Wine & Sherry Finish,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/5f0f36ef-4f83-4868-adc7-7d1446c6cfeb.jpg?t=1780182290424,5f0f36ef-4f83-4868-adc7-7d1446c6cfeb
2,Jefferson's,Jefferson's Ocean Aged at Sea,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/f96ff5bd-ca1c-4b46-88fa-0c9f12f54304.jpg,f96ff5bd-ca1c-4b46-88fa-0c9f12f54304
2,Jim Beam,Distiller's Cut,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/04c0e847-a149-4a63-84a1-662068bd9781.jpg,04c0e847-a149-4a63-84a1-662068bd9781
2,Jim Beam,Jim Beam Black 7 Year,,(none),ce14777d-20fb-4658-bb33-629f91169ff0
2,Jim Beam,Jim Beam Bonded,Bottled-in-Bond,(none),2028bebc-2213-4774-bc61-e5f668f3fdb3
2,Jim Beam,Jim Beam Single Barrel,Single Barrel,(none),4a7b4601-1ecb-455a-a504-d843f2b6bfd6
2,Jim Beam,Signature Craft,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/3b6ed3a2-b17e-4d52-a765-23e5864e55bc.jpg,3b6ed3a2-b17e-4d52-a765-23e5864e55bc
2,Journeyman,"Journeyman Corsets, Whips & Whiskey",,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/093a34bf-0993-4df0-ab2e-31224b235c39.jpg?t=1780182361527,093a34bf-0993-4df0-ab2e-31224b235c39
2,K.Luke,"K.Luke Cask Finished Single Barrel, Cognac Cask",Single Barrel,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/8c13f97e-8e6a-409e-92e0-ae31a905ac69.jpg,8c13f97e-8e6a-409e-92e0-ae31a905ac69
2,Knob Creek,Knob Creek,Small Batch,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/37b8e204-1e39-449a-b203-328686d5816c.jpg,37b8e204-1e39-449a-b203-328686d5816c
2,Knob Creek,"Knob Creek Single Barrel Select, 9 Year",Single Barrel,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/71225035-349f-4dcd-ac7c-275eeca1bed5.jpg,71225035-349f-4dcd-ac7c-275eeca1bed5
2,Larceny,Larceny Barrel Proof,Barrel Proof,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/293db85f-db1c-4459-8824-87c8e0c45a84.jpg,293db85f-db1c-4459-8824-87c8e0c45a84
2,Legent,Legent Yamazaki Cask Finish,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/30f715a3-013f-4f06-898c-480f9f820ada.jpg,30f715a3-013f-4f06-898c-480f9f820ada
2,Lincoln,"Lincoln KY Straight Bourbon, Cask Strength",Cask Strength,(none),24f2896f-d229-4383-8e14-537563afb394
2,Maker's Mark,Maker's Mark Cask Strength,Cask Strength,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/ca606168-694a-4712-b602-b6af97db876f.jpg,ca606168-694a-4712-b602-b6af97db876f
2,Maker's Mark,Maker's Mark No. 46 French Oaked,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/9c24e0ec-bc65-4ad6-a35f-727af74286cf.jpg,9c24e0ec-bc65-4ad6-a35f-727af74286cf
2,Michter's,Michter's US-1 Small Batch,Small Batch,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/ab616e4b-1ead-46b4-a409-65bc5058c5c9.jpg,ab616e4b-1ead-46b4-a409-65bc5058c5c9
2,New Riff,New Riff 8 year old,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/ad270781-fbf2-4e4f-9d3b-ec5b40e4225a.jpg,ad270781-fbf2-4e4f-9d3b-ec5b40e4225a
2,New Riff,"New Riff Single Barrel Bourbon, Barrel Proof",Single Barrel,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/0f6bf57a-90ac-40e2-b363-d58e73785bc1.jpg,0f6bf57a-90ac-40e2-b363-d58e73785bc1
2,New Riff,"New Riff Single Barrel Bourbon, Cigar Club Pick",Single Barrel,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/17848500-bac1-44b6-b3cc-a03ad0fae91e.jpg,17848500-bac1-44b6-b3cc-a03ad0fae91e
2,New Riff,New Riff Winter Whiskey,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/7ecfb5c0-3601-48fb-94b9-aa20b7e38f58.jpg,7ecfb5c0-3601-48fb-94b9-aa20b7e38f58
2,O.K.I.,O.K.I. Single Barrel Straight Bourbon,Single Barrel,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/ac0ff254-f5e0-4c3c-bec3-ee731ca76441.jpg,ac0ff254-f5e0-4c3c-bec3-ee731ca76441
2,Old Ezra,Old Ezra Barrel Strength,Cask Strength,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/8404a9ba-862b-42f3-9d1f-62dce801e2f2.jpg,8404a9ba-862b-42f3-9d1f-62dce801e2f2
2,Old Forester,1910 Old Fine Whisky,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/f857d6d2-ac11-40ff-833d-37950c007478.jpg?t=1780178730965,f857d6d2-ac11-40ff-833d-37950c007478
2,Old Forester,Old Forester 1897,Bottled-in-Bond,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/a94830b6-e400-438e-bd61-4aa1a93a6878.jpg,a94830b6-e400-438e-bd61-4aa1a93a6878
2,Old Forester,Statesman,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/4745ad0a-03a3-4683-839a-e0f33a3722aa.jpg?t=1780178805919,4745ad0a-03a3-4683-839a-e0f33a3722aa
2,Old Grand-Dad,Old Grand-Dad 114,,https://jafcwggqgqxrcbuxjreo.supabase.co/storage/v1/object/public/product-catalog/bourbon/074125ee-5cf1-4747-9ed3-a7a690082695.jpg,074125ee-5cf1-4747-9ed3-a7a690082695
